,Brand,Bike Model,Model Year,Price (Rs),Finance_Available(Yes/No),City,State
0,Honda,Honda Shine 125 Drum OBD2,2024.0,95000.0,Yes,Pune, Maharashtra
1,Aprilia,Aprilia Storm 125,2021.0,60000.0,Yes,"Dadar, Mumbai", Maharashtra
2,Honda,Honda Shine 125 Drum,2023.0,81000.0,Yes,Bokaro, Jharkhand
3,Yezdi,Yezdi Roadster Dark,2023.0,165000.0,Yes,Hyderabad, Telangana
4,Aprilia,Aprilia SR 150,2018.0,61000.0,Yes,East Delhi, Delhi
5,Suzuki,Suzuki Lets 110,2014.0,17000.0,Yes,"Gajuwaka, Visakhapatnam", Andhra Pradesh
6,Yamaha,Yamaha R15 V4,2023.0,185000.0,Yes,"Machilipatnam, Krishna", Andhra Pradesh
7,Hero Cycles,Bicycle Decathlon,2020.0,4000.0,No,Bangalore, Karnataka
8,Bajaj,Bajaj Avenger Cruise 220 BS6,2017.0,65000.0,Yes,"Bhandup, Mumbai", Maharashtra
9,TVS,TVS Wego,2017.0,38000.0,Yes,"Pimpri-Chinchwad, Pune", Maharashtra
10,Bajaj,Bajaj Freedom 125 NG04 Disc LED,2025.0,110000.0,Yes,Gwalior, Madhya Pradesh
11,TVS,TVS Apache RTR 180,2010.0,25000.0,Yes,"Ameerpet, Hyderabad", Telangana
12,KTM,KTM RC 200 GP,2023.0,155000.0,Yes,New Delhi, Delhi
13,Bajaj,Bajaj Dominar 400 2025,2025.0,200000.0,Yes,Mumbai, Maharashtra
14,Ola Electric,Ola S1X Plus,2024.0,60000.0,Yes,"Bellandur, Bangalore", Karnataka
15,Bajaj,Bajaj Pulsar NS 160,2019.0,60000.0,Yes,Noida, Uttar Pradesh
16,Hero Cycles,Bicycle Hercules,2015.0,10000.0,No,Pune, Maharashtra
17,BMW,BMW G 310 R,2021.0,225000.0,Yes,Pune, Maharashtra
18,Mach City,Mach City Munich 21 Speed,2019.0,8000.0,Yes,"KR Puram, Bangalore", Karnataka
19,KTM,KTM Duke 390,2022.0,260000.0,Yes,"Rajajinagar, Bangalore", Karnataka
20,Honda,Honda CBR 250R,2016.0,60000.0,Yes,Khordha, Orissa
21,Hero Cycles,Bicycle Keysto,2022.0,16000.0,No,Bangalore, Karnataka
22,Bajaj,Bajaj Pulsar 150 DTSi,2022.0,85000.0,Yes,"Ottappalam, Palakkad", Kerala
23,Jawa,Jawa Jawa BS6,2019.0,140000.0,Yes,"Secunderabad, Hyderabad", Telangana
24,TVS,TVS Apache RTR 200 4V,2016.0,60000.0,Yes,Bangalore, Karnataka
25,Royal Enfield,Royal Enfield Himalayan 452,2024.0,325000.0,Yes,Gurgaon, Haryana
26,Yamaha,Yamaha FZ-S FI V3,2021.0,95000.0,Yes,Surat, Gujarat
27,Royal Enfield,Royal Enfield Classic 350,2017.0,90000.0,Yes,"Rajouri Garden, West Delhi", Delhi
28,Honda,Honda CB Hornet 160R,2017.0,47000.0,Yes,"Jogeshwari, Mumbai", Maharashtra
29,TVS,TVS XL 100 Heavy Duty i-TOUCHstart,2022.0,45000.0,Yes,"Alandur, Chennai", Tamil Nadu
30,Royal Enfield,Royal Enfield Meteor 350,2021.0,195000.0,Yes,Hyderabad, Telangana
31,Honda,Honda Rebel 500,2025.0,635000.0,Yes,Bangalore, Karnataka
32,Royal Enfield,Royal Enfield Himalayan 450,2024.0,295000.0,Yes,Tirupur, Tamil Nadu
33,Jawa,Jawa 42 Dual Channel ABS Orion Red,2020.0,110000.0,Yes,"Guindy, Chennai", Tamil Nadu
34,Bajaj,Bajaj Dominar 400 ABS BS6,2017.0,90000.0,Yes,"Rohini, North West Delhi", Delhi
35,Honda,Honda Hness Anniversary Edition,2022.0,190000.0,Yes,Bangalore, Karnataka
36,Ampere Electric,Ampere Reo,2020.0,30000.0,Yes,"Guindy, Chennai", Tamil Nadu
37,Royal Enfield,Royal Enfield Meteor 350 Stellar 2025,2023.0,214000.0,Yes,Nagpur, Maharashtra
40,TVS,TVS Apache RTR 160 4V Special Edition,2023.0,100000.0,Yes,"Dombivli, Thane", Maharashtra
41,Honda,Honda Activa 125,2017.0,35000.0,Yes,Noida, Uttar Pradesh
42,Bajaj,Bajaj Pulsar 220F BS6,2023.0,145000.0,Yes,"Secunderabad, Hyderabad", Telangana
43,Bajaj,Bajaj Chetak Electric,2025.0,95000.0,Yes,Pune, Maharashtra
44,Honda,Honda Activa 5G,2019.0,55000.0,Yes,Bangalore, Karnataka
45,Yamaha,Yamaha FZ16,2014.0,30000.0,Yes,Jaipur, Rajasthan
46,Ather Energy,Ather 450,2020.0,55000.0,Yes,Chennai, Tamil Nadu
47,Bajaj,Bajaj Dominar 400 ABS BS6,2017.0,100000.0,Yes,Pune, Maharashtra
48,Royal Enfield,Royal Enfield Thunderbird 350,2014.0,80000.0,Yes,Bhubaneshwar, Orissa
49,Jawa,Jawa 42 Dual Channel ABS AllStar Black,2021.0,150000.0,Yes,Thane, Maharashtra
50,Hero,Hero Xtreme 125R,2025.0,89999.0,Yes,"Yelahanka, Bangalore", Karnataka
51,Zelio,Zelio Legender Plus,2025.0,50000.0,Yes,Bhavnagar, Gujarat
52,TVS,TVS Ronin SS,2024.0,120000.0,Yes,"Bhandup, Mumbai", Maharashtra
53,Hero,Hero Splendor Plus Xtec,2023.0,65000.0,Yes,Mumbai, Maharashtra
54,TVS,TVS NTORQ 125,2020.0,45000.0,Yes,Navi Mumbai, Maharashtra
55,Honda,Honda Activa 5G,2018.0,52000.0,Yes,Pune, Maharashtra
56,Hero,Hero Maestro,2013.0,38000.0,Yes,Hyderabad, Telangana
57,Suzuki,Suzuki Intruder 150 FI,2022.0,85000.0,Yes,Bangalore, Karnataka
58,Bajaj,Bajaj Pulsar NS200,2023.0,110000.0,Yes,"Sholinganallur, Chennai", Tamil Nadu
59,Hero,Hero Xtreme 200S,2019.0,50000.0,Yes,Ghaziabad, Uttar Pradesh
60,Yamaha,Yamaha FZ-S FI V3,2019.0,85000.0,Yes,"Dadar, Mumbai", Maharashtra
61,KTM,KTM Duke 200 ABS,2023.0,175000.0,Yes,"Dadar, Mumbai", Maharashtra
62,Bajaj,Bajaj Platina 100 ES,2020.0,55000.0,Yes,Pimpri-Chinchwad, Maharashtra
63,Hero,Hero Maestro Edge,2018.0,30000.0,Yes,Mirzapur, Uttar Pradesh
64,TVS,TVS Apache RTR 200 4V 2020,2020.0,80000.0,Yes,Hyderabad, Telangana
65,Bajaj,Bajaj Pulsar 220F,2016.0,55000.0,Yes,New Delhi, Delhi
66,Ola Electric,Ola S1 Air 2kWh,2023.0,110000.0,Yes,Bangalore, Karnataka
67,Hero,Hero Pleasure,2017.0,30000.0,Yes,Patna, Bihar
68,Jawa,Jawa forty two,2020.0,100000.0,Yes,"Electronic City, Bangalore", Karnataka
69,TVS,TVS Apache RTR 160,2016.0,65000.0,Yes,Pune, Maharashtra
70,TVS,TVS Raider SX,2024.0,90000.0,Yes,Ambedkar Nagar, Uttar Pradesh
71,Yamaha,Yamaha FZ-S FI V3 BS6,2021.0,55000.0,Yes,Jaipur, Rajasthan
72,Royal Enfield,Royal Enfield Classic 350 Dual Channel BS6,2021.0,170000.0,Yes,"Mariahu, Jaunpur", Uttar Pradesh
73,Aprilia,Aprilia SR 160 Std ABS,2021.0,80500.0,Yes,Kolkata, West Bengal
74,Bajaj,Bajaj Dominar 400,2017.0,140000.0,Yes,Medak, Telangana
75,Harley,Harley Davidson Street 750,2020.0,400000.0,Yes,Vadodara, Gujarat
76,Yezdi,Yezdi Roadster Dual Tone,2023.0,180000.0,Yes,Pune, Maharashtra
77,Suzuki,Suzuki Gixxer 150,2025.0,155000.0,Yes,Bangalore, Karnataka
78,Bajaj,Bajaj Discover 125 ST,2012.0,20000.0,Yes,"Tambaram, Chengalpattu", Tamil Nadu
79,Bajaj,Bajaj Pulsar RS 200 ABS,2023.0,150000.0,Yes,"Pimpri-Chinchwad, Pune", Maharashtra
80,Royal Enfield,Royal Enfield Classic 350 BS VI,2018.0,145000.0,Yes,Gurgaon, Haryana
81,Ather Energy,Ather 450X,2022.0,100000.0,Yes,Mumbai, Maharashtra
82,TVS,TVS Apache RTR 200 4V ABS Race Edition 2.0,2021.0,100000.0,Yes,Thane, Maharashtra
83,Hero,Hero Splendor iSmart 110,2017.0,26000.0,Yes,Kozhikode, Kerala
84,Yamaha,Yamaha FZ-S FI Hybrid,2025.0,155000.0,Yes,Mumbai, Maharashtra
85,TVS,TVS Raider 125,2022.0,65000.0,Yes,"Anna Nagar, Chennai", Tamil Nadu
86,Bajaj,Bajaj Pulsar 150 DTSi,2008.0,25000.0,Yes,Pune, Maharashtra
87,Royal Enfield,Royal Enfield Classic Stealth Black,2022.0,185000.0,Yes,Agra, Uttar Pradesh
88,Bajaj,Bajaj Avenger Cruise 220,2017.0,60000.0,Yes,Hyderabad, Telangana
89,KTM,KTM Duke 200 2024,2024.0,200000.0,Yes,"Shenkottai, Tenkasi", Tamil Nadu
90,Honda,Honda Dream Yuga,2014.0,30000.0,Yes,Tiruchirappalli, Tamil Nadu
91,Jawa,Jawa 42 Bobber Black Mirror,2024.0,225000.0,Yes,Mau, Uttar Pradesh
92,BMW,BMW G 310 GS,2022.0,330000.0,Yes,Mumbai, Maharashtra
93,Royal Enfield,Royal Enfield Hunter 350 Metro,2022.0,147000.0,Yes,Shimoga, Karnataka
94,Suzuki,Suzuki Access 125,2017.0,17000.0,Yes,Thane, Maharashtra
95,Benelli,Benelli TNT 600 i,2017.0,500000.0,Yes,Mumbai, Maharashtra
96,Bajaj,Bajaj CT 100,2015.0,30000.0,Yes,Sri Ganganagar, Rajasthan
97,Bajaj,Bajaj Dominar 250,2023.0,165000.0,Yes,Thane, Maharashtra
98,Honda,Honda Activa 3G,2015.0,35000.0,Yes,"Musafirkhana, Amethi", Uttar Pradesh
99,Suzuki,Suzuki V-Strom 250,2024.0,190000.0,Yes,Thane, Maharashtra
100,Husqvarna,Husqvarna Svartpilen 250 2020,2020.0,140000.0,Yes,Mumbai, Maharashtra
101,Royal Enfield,Royal Enfield Himalayan BS VI,2021.0,210000.0,Yes,Hyderabad, Telangana
102,KTM,KTM Duke 200 ABS,2023.0,170000.0,Yes,New Delhi, Delhi
103,Hero,Hero Xtreme 160R,2025.0,135000.0,Yes,"Chikodi, Belgaum", Karnataka
104,Yezdi,Yezdi Adventure Matte,2022.0,145000.0,Yes,"Kuravilangad, Kottayam", Kerala
105,Hero,Hero Passion Pro 100 Million Edition,2021.0,51000.0,Yes,Jaipur, Rajasthan
106,Harley,Harley Davidson X 440,2023.0,230000.0,Yes,"Bari Brahmana, Jammu", Jammu Kashmir
107,Yamaha,Yamaha FZ25,2017.0,75000.0,Yes,"Yelahanka, Bangalore", Karnataka
109,Honda,Honda Activa,2016.0,40000.0,Yes,"Thiruporur, Chengalpattu", Tamil Nadu
110,Yamaha,Yamaha FZ16,2016.0,25000.0,Yes,"Gandhidham, Kachchh", Gujarat
111,TVS,TVS Raider Split Seat,2025.0,95000.0,Yes,Shimoga, Karnataka
112,Yamaha,Yamaha YZF R15 V3 BS6,2021.0,110000.0,Yes,"Mehrauli, South Delhi", Delhi
113,Fidato Evtech,Fidato Future 2020,2025.0,45000.0,Yes,"Habra, North 24 Parganas", West Bengal
115,Jawa,Jawa 42 Dual Channel ABS AllStar Black,2022.0,175000.0,Yes,Bangalore, Karnataka
116,TVS,TVS NTORQ 125,2020.0,67500.0,Yes,"Dadar, Mumbai", Maharashtra
118,Yamaha,Yamaha FZ,2017.0,54000.0,Yes,"Vaikom, Kottayam", Kerala
119,Bajaj,Bajaj Pulsar 220F BS6,2020.0,100000.0,Yes,Dehradun, Utarakhand
120,Royal Enfield,Royal Enfield Scram 411,2023.0,225000.0,Yes,"Banashankari, Bangalore", Karnataka
121,Bajaj,Bajaj Avenger Street 160,2022.0,85000.0,Yes,Mumbai, Maharashtra
122,Evtric Motors,Evtric Ride,2023.0,35000.0,Yes,Mumbai, Maharashtra
123,Honda,Honda CB Twister,2014.0,18000.0,Yes,Faridabad, Haryana
124,Honda,Honda Activa 125,2016.0,29000.0,Yes,"Mayur Vihar, East Delhi", Delhi
125,Honda,Honda Activa 6G,2024.0,80000.0,Yes,Thane, Maharashtra
126,BMW,BMW G 310 R,2022.0,240000.0,Yes,"Sriperumbudur, Kanchipuram", Tamil Nadu
127,Bajaj,Bajaj Pulsar NS 200 BS6,2022.0,140000.0,Yes,Nellore, Andhra Pradesh
128,Royal Enfield,Royal Enfield Classic 350,2013.0,100000.0,Yes,"Dhariwal, Gurdaspur", Punjab
129,Jawa,Jawa 42 Dual Channel ABS Cosmic Carbon,2021.0,175000.0,Yes,Muzaffarpur, Bihar
130,Royal Enfield,Royal Enfield Thunderbird X 500,2019.0,200000.0,Yes,"Saidabad, Hyderabad", Telangana
131,Royal Enfield,Royal Enfield Meteor 350 Stellar,2020.0,175000.0,Yes,West Delhi, Delhi
132,Royal Enfield,Royal Enfield Interceptor 650 Twin,2020.0,250000.0,Yes,"Mulund East, Mumbai", Maharashtra
134,TVS,TVS Apache RR 310,2022.0,160000.0,Yes,"Perambur, Chennai", Tamil Nadu
135,Yamaha,Yamaha FZ25,2018.0,90000.0,Yes,"Andheri East, Mumbai", Maharashtra
136,Bajaj,Bajaj Discover 125M,2014.0,27000.0,Yes,"Sion, Mumbai", Maharashtra
137,TVS,TVS Apache RTR 160,2019.0,65000.0,Yes,"Danapur, Patna", Bihar
139,Hero,Hero Xtreme 160R 2024 Edition,2024.0,145000.0,Yes,"Nampally, Hyderabad", Telangana
140,Joy e-Bike,Joy e-bike  Wolf,2024.0,52000.0,Yes,Pune, Maharashtra
141,Jawa,Jawa 42 Dual Channel ABS Cosmic Carbon,2019.0,95000.0,Yes,"Chembur, Mumbai", Maharashtra
142,Honda,Honda Activa 5G,2019.0,45000.0,Yes,Maharajganj, Uttar Pradesh
145,Honda,Honda Activa,2014.0,28000.0,Yes,"Berasia, Bhopal", Madhya Pradesh
147,TVS,TVS Apache RTR 200 4V,2016.0,45000.0,Yes,"Rajajinagar, Bangalore", Karnataka
148,Hero,Hero XPulse 200T,2021.0,90000.0,Yes,Belgaum, Karnataka
149,Royal Enfield,Royal Enfield Bullet Standard 350,2024.0,210000.0,Yes,"Muradnagar, Ghaziabad", Uttar Pradesh
150,Ather Energy,Ather 450 Plus,2021.0,80000.0,Yes,Chennai, Tamil Nadu
152,Suzuki,Suzuki Access 125,2019.0,35000.0,Yes,Ahmedabad, Gujarat
153,Hero,Hero CBZ Xtreme,2012.0,25000.0,Yes,"Mughalsarai, Chandauli", Uttar Pradesh
154,Hero,Hero Maestro Edge,2016.0,35000.0,Yes,"Garividi, Vizianagaram", Andhra Pradesh
155,Bajaj,Bajaj Pulsar 150,2011.0,28000.0,Yes,Navi Mumbai, Maharashtra
156,TVS,TVS Sport,2019.0,40000.0,Yes,Central Delhi, Delhi
157,TVS,TVS Apache RTR 180,2018.0,55000.0,Yes,Katihar, Bihar
158,Royal Enfield,Royal Enfield Interceptor,2022.0,350000.0,Yes,"Sion, Mumbai", Maharashtra
159,Ola Electric,Ola S1 Pro,2022.0,80000.0,Yes,Ranchi, Jharkhand
160,Royal Enfield,Royal Enfield Meteor 350,2023.0,190000.0,Yes,Fatehgarh Sahib, Punjab
161,Vida (by Hero),Vida V1 Pro,2023.0,70000.0,Yes,Bangalore, Karnataka
162,Triumph,Triumph Scrambler 400 X,2023.0,340000.0,Yes,"Jayanagar, Bangalore", Karnataka
163,Bajaj,Bajaj Discover 100T,2013.0,35000.0,Yes,Pimpri-Chinchwad, Maharashtra
164,Hero,Hero Glamour Xtec,2023.0,80000.0,Yes,Ernakulam, Kerala
165,Yamaha,Yamaha FZ FI V2,2017.0,40000.0,Yes,"Defence Colony, South East Delhi", Delhi
166,Honda,Honda Activa 4G,2018.0,50000.0,Yes,Pimpri-Chinchwad, Maharashtra
168,Ola Electric,Ola S1 Pro,2022.0,90000.0,Yes,"Yelahanka, Bangalore", Karnataka
169,TVS,TVS NTORQ 125,2018.0,25000.0,Yes,Ambala, Haryana
170,Ola Electric,Ola S1 Pro,2022.0,70000.0,Yes,Bangalore, Karnataka
171,Bajaj,Bajaj Pulsar NS 160,2018.0,49999.0,Yes,"Borivali, Mumbai", Maharashtra
172,TVS,TVS NTORQ 125 Race Edition,2020.0,70000.0,Yes,"Salboni, Paschim Medinipur", West Bengal
173,BSA,BSA Gold Star 650,2025.0,400000.0,Yes,Kolkata, West Bengal
174,TVS,TVS Apache RTR 200 4V ABS,2021.0,90000.0,Yes,Indore, Madhya Pradesh
175,Aprilia,Aprilia RS 457,2025.0,475000.0,Yes,New Delhi, Delhi
177,Honda,Honda CB350RS,2022.0,165000.0,Yes,Thane, Maharashtra
178,TVS,TVS NTORQ 125 Race Edition BS6,2020.0,80000.0,Yes,"Pollachi, Coimbatore", Tamil Nadu
179,Bajaj,Bajaj Discover 100T,2013.0,17000.0,Yes,"Goregaon, Mumbai", Maharashtra
180,TVS,TVS Apache RTR 200 4V,2017.0,62000.0,Yes,Thane, Maharashtra
181,TVS,TVS Jupiter,2018.0,50000.0,Yes,Pune, Maharashtra
182,Honda,Honda CB Unicorn,2024.0,135000.0,Yes,"Badami, Bagalkot", Karnataka
183,Royal Enfield,Royal Enfield Classic Gunmetal Grey,2017.0,125000.0,Yes,Pune, Maharashtra
184,Bajaj,Bajaj Pulsar 180,2013.0,32000.0,Yes,Pune, Maharashtra
185,Royal Enfield,Royal Enfield Hunter 350 2025,2025.0,165000.0,Yes,"KGF, Kolar", Karnataka
186,Hero,Hero Electric Optima ER,2022.0,55000.0,Yes,Pune, Maharashtra
187,TVS,TVS Phoenix,2013.0,25000.0,Yes,"Banashankari, Bangalore", Karnataka
188,Ola Electric,Ola S1 Pro,2025.0,120000.0,Yes,Pune, Maharashtra
189,Bajaj,Bajaj Pulsar 150 DTSi,2013.0,32000.0,Yes,Bangalore, Karnataka
190,Bajaj,Bajaj V15,2016.0,35000.0,Yes,Jaipur, Rajasthan
191,TVS,TVS Jupiter BS6,2024.0,70000.0,Yes,Ghaziabad, Uttar Pradesh
192,Bajaj,Bajaj CT110X,2023.0,53000.0,Yes,"Mettur, Salem", Tamil Nadu
193,Bajaj,Bajaj Avenger Street 160,2019.0,70000.0,Yes,"Amberpet, Hyderabad", Telangana
194,Yamaha,Yamaha FZ-S FI V2,2018.0,55000.0,Yes,"Whitefield, Bangalore", Karnataka
195,Yamaha,Yamaha R15M,2022.0,149000.0,Yes,Chennai, Tamil Nadu
196,Hero,Hero Splendor Plus,2006.0,20000.0,Yes,Pune, Maharashtra
198,Royal Enfield,Royal Enfield Himalayan 450,2017.0,100000.0,Yes,Gorakhpur, Uttar Pradesh
199,Hero,Hero Splendor Plus,2024.0,69000.0,Yes,Jaipur, Rajasthan
200,Royal Enfield,Royal Enfield Thunderbird 500,2016.0,110000.0,Yes,Bangalore, Karnataka
201,Harley,Harley Davidson Street 750,2015.0,255000.0,Yes,Pune, Maharashtra
202,Bajaj,Bajaj Avenger Street 220,2016.0,38000.0,Yes,Ernakulam, Kerala
203,Triumph,Triumph Speed T4,2025.0,245000.0,Yes,"Secunderabad, Hyderabad", Telangana
204,Ather Energy,Ather 450X,2022.0,80000.0,Yes,Ujjain, Madhya Pradesh
205,Hero,Hero Karizma XMR,2024.0,130000.0,Yes,Saharanpur, Uttar Pradesh
207,Honda,Honda CB Unicorn,2017.0,50000.0,Yes,"KR Puram, Bangalore", Karnataka
208,Jawa,Jawa 42 FJ,2024.0,225000.0,Yes,Pune, Maharashtra
209,Royal Enfield,Royal Enfield Thunderbird 350,2017.0,100000.0,Yes,"Banashankari, Bangalore", Karnataka
210,Harley,Harley Davidson Iron 883,2014.0,425000.0,Yes,Pune, Maharashtra
211,Honda,Honda SP125,2022.0,68000.0,Yes,Jaipur, Rajasthan
212,Suzuki,Suzuki Access 125 BS6,2022.0,68000.0,Yes,"Egmore, Chennai", Tamil Nadu
213,BGAUSS,BGauss B8 Lithium Ion,2021.0,50000.0,Yes,"Secunderabad, Hyderabad", Telangana
214,Ola Electric,Ola S1,2022.0,90000.0,Yes,Hyderabad, Telangana
215,KTM,KTM RC 390 GP,2023.0,340000.0,Yes,"Paravur, Ernakulam", Kerala
216,Royal Enfield,Royal Enfield Classic 500,2016.0,70000.0,Yes,Gurgaon, Haryana
217,Hero,Hero Passion Pro,2010.0,13000.0,Yes,"Sanganer, Jaipur", Rajasthan
218,Bajaj,Bajaj Pulsar NS125 2022,2022.0,75000.0,Yes,Hyderabad, Telangana
219,Yamaha,Yamaha FZ-S FI V2,2018.0,59000.0,Yes,Hyderabad, Telangana
220,Royal Enfield,Royal Enfield Classic Signals Airborne Blue,2019.0,118000.0,Yes,"Yaripora, Kulgam", Jammu Kashmir
221,Hero,Hero XPulse 200 BS6,2021.0,85000.0,Yes,"Palayamkottai, Tirunelveli", Tamil Nadu
222,Ola Electric,Ola S1 Pro Gen2,2024.0,90000.0,Yes,Bangalore, Karnataka
223,Ampere Electric,Ampere Magnus Ex,2023.0,50000.0,Yes,"KR Puram, Bangalore", Karnataka
225,KTM,KTM RC 125,2021.0,115000.0,Yes,"Chauri Chaura, Gorakhpur", Uttar Pradesh
226,Yamaha,Yamaha FZS 25,2017.0,65000.0,Yes,"Dadar, Mumbai", Maharashtra
227,Mahindra,Mahindra Gusto,2016.0,27000.0,Yes,Ghaziabad, Uttar Pradesh
228,Honda,Honda CB Unicorn 160,2015.0,50000.0,Yes,"Wakad, Pune", Maharashtra
229,Jawa,Jawa Jawa BS6,2020.0,150000.0,Yes,Amritsar, Punjab
230,Hero,Hero Maestro Edge 125,2020.0,45000.0,Yes,"Hinjewadi, Pune", Maharashtra
231,Yamaha,Yamaha FZ-X,2023.0,100000.0,Yes,Gorakhpur, Uttar Pradesh
232,TVS,TVS Apache RTR 160,2022.0,90000.0,Yes,Bhopal, Madhya Pradesh
233,Royal Enfield,Royal Enfield Thunderbird 350,2013.0,30000.0,Yes,New Delhi, Delhi
234,TVS,TVS Apache RTR 160,2014.0,70000.0,Yes,Jalna, Maharashtra
235,Bajaj,Bajaj Pulsar NS 160 BS6,2020.0,100000.0,Yes,Bhopal, Madhya Pradesh
236,Honda,Honda CB Unicorn,2020.0,65000.0,Yes,"Mulund, Mumbai", Maharashtra
237,Ola Electric,Ola S1 Pro Gen2,2024.0,125000.0,Yes,"Ameerpet, Hyderabad", Telangana
238,Royal Enfield,Royal Enfield Thunderbird 350,2013.0,70000.0,Yes,Lucknow, Uttar Pradesh
240,Yamaha,Yamaha FZ-X,2021.0,90000.0,Yes,Bhopal, Madhya Pradesh
241,Jawa,Jawa forty two,2021.0,150000.0,Yes,Allahabad, Uttar Pradesh
242,Yamaha,Yamaha Fazer,2013.0,37000.0,Yes,Ratnagiri, Maharashtra
244,TVS,TVS Jupiter,2021.0,60000.0,Yes,Pune, Maharashtra
245,Oreva Electric,Oreva Alish,2025.0,40000.0,Yes,Gandhinagar, Gujarat
246,Yamaha,Yamaha FZ-S FI V2,2015.0,38000.0,Yes,"HSR Layout, Bangalore", Karnataka
247,Royal Enfield,Royal Enfield Thunderbird 350,2017.0,120000.0,Yes,Ghaziabad, Uttar Pradesh
248,Bajaj,Bajaj Avenger Street 160 BS6,2020.0,70000.0,Yes,"Berhampore, Murshidabad", West Bengal
249,Yamaha,Yamaha R15M,2022.0,160000.0,Yes,Guntur, Andhra Pradesh
250,Royal Enfield,Royal Enfield Bullet Electra Twinspark,2017.0,130000.0,Yes,"Borivali, Mumbai", Maharashtra
251,Honda,Honda Livo Disc,2020.0,55000.0,Yes,Bareilly, Uttar Pradesh
252,Bajaj,Bajaj Pulsar N160 Dual Channel ABS,2024.0,120000.0,Yes,Vijayawada, Andhra Pradesh
253,Aprilia,Aprilia Tuono 457,2025.0,440000.0,Yes,Pondicherry, Pondicherry
254,Honda,Honda Activa,2011.0,20000.0,Yes,"Electronic City, Bangalore", Karnataka
255,Royal Enfield,Royal Enfield Bullet Standard 350,2021.0,150000.0,Yes,"Ghatampur, Kanpur Nagar", Uttar Pradesh
256,TVS,TVS Sport BS6,2025.0,65000.0,Yes,South East Delhi, Delhi
257,Benelli,Benelli Imperiale 400 BS6,2021.0,170000.0,Yes,"Vasai-Virar, Palghar", Maharashtra
258,Yamaha,Yamaha YZF R15 V3 BS6,2020.0,115000.0,Yes,Hyderabad, Telangana
259,Royal Enfield,Royal Enfield Shotgun 650,2024.0,370000.0,Yes,Ahmedabad, Gujarat
260,Suzuki,Suzuki V-Strom 250,2023.0,230000.0,Yes,"Manesar, Gurgaon", Haryana
261,Yamaha,Yamaha FZ-S,2011.0,20000.0,Yes,Mumbai, Maharashtra
262,Hero,Hero Glamour Xtec,2023.0,48000.0,Yes,New Delhi, Delhi
263,Bajaj,Bajaj Discover 100,2011.0,22000.0,Yes,Indore, Madhya Pradesh
264,Honda,Honda CB Hornet 160R,2017.0,80000.0,Yes,Kolkata, West Bengal
265,Vespa,Vespa VXL 150,2021.0,80000.0,Yes,"Sholinganallur, Chennai", Tamil Nadu
266,Bajaj,Bajaj Pulsar 220F,2014.0,70000.0,Yes,Bhopal, Madhya Pradesh
267,Honda,Honda CB Unicorn 160,2017.0,45000.0,Yes,"Malad, Mumbai", Maharashtra
268,Bajaj,Bajaj Avenger Cruise 220 BS6,2018.0,75000.0,Yes,"Hinjewadi, Pune", Maharashtra
269,Bajaj,Bajaj Pulsar 220F,2016.0,40000.0,Yes,Navi Mumbai, Maharashtra
270,Honda,Honda CB350 DLX,2023.0,210000.0,Yes,Bangalore, Karnataka
271,Hero,Hero Glamour 125 Disc,2017.0,30000.0,Yes,Hyderabad, Telangana
272,Royal Enfield,Royal Enfield Classic 350,2015.0,70000.0,Yes,Greater Noida, Uttar Pradesh
273,Yamaha,Yamaha Fazer,2011.0,25000.0,Yes,"Sarjapur Road, Bangalore", Karnataka
274,Ola Electric,Ola S1,2023.0,65000.0,Yes,Jamshedpur, Jharkhand
275,Bajaj,Bajaj Avenger Cruise 220 BS6,2021.0,110000.0,Yes,North Delhi, Delhi
276,TVS,TVS Apache RR 310 BTO,2022.0,225000.0,Yes,Kolhapur, Maharashtra
278,Hero,Hero Super Splendor BS6,2020.0,55000.0,Yes,"Kalyan, Thane", Maharashtra
279,Yamaha,Yamaha Fazer FI V2,2015.0,55000.0,Yes,Chandrapur, Maharashtra
280,TVS,TVS Apache RTR 310,2024.0,335000.0,Yes,Mysore, Karnataka
281,Hero,Hero Electric Optima HX Dual Battery,2021.0,45000.0,Yes,Patna, Bihar
282,TVS,TVS Star City Plus,2021.0,45000.0,Yes,North West Delhi, Delhi
283,Suzuki,Suzuki Gixxer 150,2020.0,98000.0,Yes,"Mulund West, Mumbai", Maharashtra
284,Bajaj,Bajaj Avenger Cruise 220,2010.0,25000.0,Yes,Pune, Maharashtra
285,Bajaj,Bajaj Avenger Street 220,2019.0,73000.0,Yes,Bargarh, Orissa
286,Royal Enfield,Royal Enfield Super Meteor 650,2024.0,411000.0,Yes,Aurangabad, Maharashtra
287,Jawa,Jawa 42 Bobber Black Mirror,2025.0,240000.0,Yes,"Koramangala, Bangalore", Karnataka
288,TVS,TVS iQube Electric,2023.0,90000.0,Yes,Rajkot, Gujarat
289,Hero,Hero Passion Plus 2023,2024.0,76000.0,Yes,Jamshedpur, Jharkhand
290,Hero,Hero Splendor,2012.0,25000.0,Yes,Rewari, Haryana
291,Honda,Honda CBR 250R ABS,2012.0,64000.0,Yes,Bangalore, Karnataka
292,Royal Enfield,Royal Enfield Interceptor 650 Twin,2019.0,225000.0,Yes,"Secunderabad, Hyderabad", Telangana
293,Suzuki,Suzuki V-Strom SX,2023.0,210000.0,Yes,Hyderabad, Telangana
